id,sd_et,sd_st,sd_rt,sd_lf,sd_vol
230,0.5,0,0,40,0.5
231,6.84754619472471,0,0,63.8107009486305,6.14862224856557
232,0.5,0,0,40,0
233,0.5,0,0,40.0710306830259,31.3478468160096
234,0,0,0,0,0
235,0.5,0,0,39.613129136689,9.96794863550169
236,0.5,0,0,40,1
237,0,0,0,59.801523577767,3.74165738677394
238,0,0,0,60.5,35.5
239,0,0,0,36,0
240,0.816496580927726,0,0,42.5234053198941,0.894427190999916
241,0.5,0,0,40,0
242,0,0,0,6,4
243,0.5,0,0,40,0
244,0,0,0,42.5,0
245,6.84754619472471,0,0,59.9576239244574,0.5
246,0,0,0,0,0
247,0,0,0,60.5,0
248,0.5,0,0,40.0194397206602,1.59861050777091
249,0.5,0,0,37.0944739819828,0.955813918560292
250,4.9180788932265,0,2.27760839478607,110.43160276338,0.471404520791032
251,0.5,0,0,40.0194397206602,1.15470053837925
252,0,0,0,0,0
253,2,0,0,60.9769423634869,43.0522937832585
254,2.86744175568088,0,3,0,0
255,10.0249688278817,0,3,69.5301193728301,0
256,0,0,0,0,0
257,0,0,0,60.5,1
258,2,0,0,60.5,1.5
259,0,0,0,1.5,0
260,0,0,0,1,2
261,19.5,0,3,60.5,2
262,0,0,0,61,0
263,11.8977121983832,0,3,90.2449998614882,16.1170716943246
264,0,0,0,61.7088678797464,7.51664818918645
265,0,0,0,58,0.5
266,0,0,0,61,0.5
267,0,0,0,60.5,8
268,0,0,0,0,0
269,0,0,0,0,0
270,0.5,0,0,40.0124980474851,16.7388022271607
271,0,0,0,58,4
272,0.5,0,0,40.0194397206602,12.4018367815238
273,0.5,0,0,39.8651058780316,41.8407563135382
274,0.5,0,0,40,1
275,0,0,0,60.9769423634869,4.9749371855331
276,0.5,0,0,40.0124980474851,1.92028643696715
277,0.5,0,0,39.3375139021266,0.4
278,0.5,0,0,40.1123422402632,3.53553390593274
279,0,0,0,0,0
280,0.5,0,0,40,8
281,0.5,0,0,40.0194397206602,1.97202659436654
282,0,0,0,1,0.5
283,4,0,0,63.8215284994021,1.4790199457749
284,0,0,0,58,0.5
285,6.37704215656966,0,0,59.3240839691226,0
286,0,0,0,61,0
287,1.5,0,2,0,0
288,0,0,0,60.5,0
289,0,0,0,0,0
290,0.816496580927726,0,0,42.6487592629219,2.3392781412697
291,2,0,0,60.5,9
292,0.5,0,0,40.1959486231422,29.1239434423406
293,0.5,0,0,40,0
294,2,0,0,60.9769423634869,5.8949130612758
295,0,0,0,100.453416511779,0
296,0,0,0,60.5,13.5
297,0.5,0,2.5,58.6531115969136,4.32290411644765
298,2,0,0,55.1019257578374,2.16024689946929
299,0.5,0,0,40,0.5
300,5.43650214343336,0,0.5,95.467271878901,0.471404520791032
301,19.3964487013015,0,3,144.236749824724,93.0384866600914
302,0.5,0,0,40,0
303,0.5,0,0,37.9502598439355,37.7447568102732
304,0.5,0,0,40,0.5
305,0,0,0,61,0
306,0.816496580927726,0,0,42.6487592629219,8.03464719546263
307,1.24721912892465,0,1.63299316185545,110.135538018815,13.7514377726959
308,0,0,0,57.0542504989768,3.96074487943871
309,7.78888096369861,0,2.62466929133727,69.5399565397877,10.9188929027728
310,0,0,0,60.5,9.5
311,4.60298815988049,0,2.62466929133727,86.337998586949,0.433012701892219
312,0,0,0,61.8642667458364,0
313,0,0,0,58,1
314,0.5,0,0,40,0.5
315,1.5,0,2,58.203844374749,0.5
316,2,0,0,58,1
317,6.84754619472471,0,0,63.8107009486305,0.763762615825973
318,0.5,0,0,40,0
319,0,0,0,60.7494855945299,1.58113883008419
320,2,0,0,55.780283254928,30.8064928221309
321,0,0,0,60.5,0
322,0,0,0,59.801523577767,8.52447456836295
323,0,0,0,60.5,3
324,0,0,0,0,0
325,2,0,0,54.4288526426931,6.57171971404746
326,0.5,0,0,40.0031248779392,0.433012701892219
327,0.5,0,0,40,1
328,0,0,0,42.5,0
329,0,0,0,60.5,30
330,0.5,0,0,34.1394200302231,0
331,0.5,0,0,40,4
332,0.5,0,0,40,7
333,1,0,1,102.5,0
334,5.43650214343336,0,0.5,82.6952235621865,0.5
335,0.5,0,0,40,0
336,0.5,0,2.5,48.6434733546033,1.22474487139159
337,0,0,0,58,0.5
338,0,0,0,1,0
339,4.69041575982343,0,2.38484800354236,63.5472265327134,0.74535599249993
340,2,0,0,60.5,12.5
341,0.5,0,0,40.0194397206602,2.62466929133727
342,0,0,0,60.5,1
343,0.5,0,0,40,2
344,0.5,0,0,40.2803508756648,14.3650811190037
345,0.816496580927726,0,0,42.6487592629219,2.51661147842358
346,0,0,0,61,1.5
347,11.0855260988773,0,3,45.9476604409844,0.5
348,2,0,0,60.5,2.5
349,0.5,0,0,40,2
350,0,0,0,61,0.5
351,0.5,0,0,36.5908306668336,0.942809041582063
352,0.5,0,0,38.8786705072095,3.64215679542342
353,0.5,0,0,40.0860186210715,51.7944655988134
354,0.5,0,0,34.0807863759039,0
355,2,0,0,60.5,6
356,6.84754619472471,0,0,59.0608796074017,0.5
357,0.816496580927726,0,0,42.6487592629219,5.79271573232759
358,0,0,0,60.5,0
359,0,0,0,0,0
360,0,0,0,60.5,1
361,0.5,0,0,40,1
362,0.5,0,0,40,0
363,2,0,0,61,0
364,0.5,0,0,40,0
365,0,0,0,61,0
366,5.09901951359278,0,2.62466929133727,87.3054981086529,1.29903810567666
367,1,0,1,102.5,0
368,0.5,0,0,37.9502598439355,0
369,0,0,0,58,0
370,0.5,0,0,40,0
371,0,0,0,0,0
372,2,0,0,56.5744347445617,0.471404520791032
373,0,0,0,60.5,2
374,0.5,0,0,40.0780488547035,0.5
375,2,0,0,58.7863929834107,26.1181928930774
376,0,0,0,60.5,4.5
377,0,0,0,60.5,1.5
378,0,0,0,60.5082638984131,3.63145976158349
379,2,0,0,35.5621521658443,63.4087270544573
380,0.5,0,0,40.0194397206602,5.77350269189626
381,0,0,0,0,0
382,0.5,0,0,40,0
383,0,0,0,0,0
384,0.5,0,0,40.0780488547035,0
385,2,0,0,60.9769423634869,8.07774721070176
386,2,0,0,59.2958683214944,19.6428103895548
387,21.5,0,3,58,0
388,0.5,0,0,40.0194397206602,1.37436854187255
389,0,0,0,5.5,1.5
390,0.5,0,0,40,0
391,0.5,0,0,40.8803131103469,0.8
392,0,0,0,13,0.5
393,0.816496580927726,0,0,41.3211810092596,0.489897948556636
394,0,0,0,18.5,11.5
395,2,0,0,60.9769423634869,3.20156211871642
396,0,0,0,60.5,0.5
397,0,0,0,57.5,1
398,21.5,0,3,58,0.5
399,2,0,0,60.5,2.5
400,0,0,0,58,0.5
401,0,0,0,60.5,0
402,0,0,0,42.5,0.5
403,0.816496580927726,0,0,42.2970448140293,0.632455532033676
404,0,0,0,1,0
405,0.5,0,0,40,1.5
406,4.6696419087073,0,2.1540659228538,101.4599549033,1.04978131833565
407,7.5,0,0,69.2895374497478,0.489897948556636
408,0,0,0,42.5,0
409,2,0,0,61,0.5
410,0.5,0,0,40,0.5
411,2,0,0,60.8376710782244,5.79511288357124
412,1,0,1,102.5,1
413,10.5,0,0,78.0269445873197,2.64189171555813
414,1,0,1,103.878234005012,0.433012701892219
415,0,0,0,61.3203677418849,8.5
416,2,0,0,60.9769423634869,7.66077672302228
417,5.43650214343336,0,0.5,95.467271878901,0.471404520791032
418,0.5,0,0,40.0194397206602,3.81881307912987
419,2,0,0,60.5,0
420,5.43650214343336,0,0.5,101.256549856732,0.471404520791032
421,0,0,0,61,0.5
422,0.5,0,0,40,0
423,0,0,0,0,0
424,0.5,0,0,40.0527430049706,9.01233722306385
425,0.5,0,0,40,1
426,0.5,0,0,40.0860186210715,1.69967317119759
427,0.5,0,0,40,2
428,15.5,0,0.5,41.5,0
429,0,0,0,61,16
430,2,0,0,59.801523577767,16.8720676464584
431,0,0,0,42.5,0
432,0.5,0,0,40,0.5
433,6.84754619472471,0,0,57.9331244935076,0
434,0.5,0,0,38.8786705072095,74.2640078176694
435,0.5,0,0,40,0
436,0.5,0,0,40,0
437,0,0,0,60.5,0
438,0,0,0,59.801523577767,11.4406682011537
439,0,0,0,39.5,0
440,7.5,0,0,68.1811313096715,0
441,2,0,0,60.8810315287118,12.2142335003061
442,0.5,0,2.5,49.5,1
443,6.84754619472471,0,0,64.2576065536213,2.22710574513201
444,0.5,0,0,40.0124980474851,1
445,0,0,0,59.2199290779717,1
446,1,0,1,89.4588670221621,0
447,6.84754619472471,0,0,59.0608796074017,0
448,2,0,0,60.9769423634869,6.09815545882523
449,2,0,0,0,0
450,0.5,0,0,40.0527430049706,16.3579746097533
451,2.94392028877595,0,1.63299316185545,95.4237260852876,0.5
452,0,0,0,60.5,2
453,0,0,0,0,0
454,0,0,0,0,0
455,0.5,0,0,38.8823867580168,0.489897948556636
456,0,0,0,2.5,0
457,1,0,0,42.687820276983,6.08276253029822
458,0.816496580927726,0,0,42.6487592629219,16.0667012447761
459,0.5,0,0,40.0194397206602,0.471404520791032
460,0,0,0,60.5,6.5
461,1.5,0,2,60.1769499569598,4.17475405605785
462,2,0,0,60.8376710782244,4.18993502999218
463,0.5,0,0,40,0
464,0,0,0,4.78423336480244,4.32049379893857
465,0,0,0,60.5,13
466,0,0,0,58,0.5
467,2,0,0,60.5,6
468,0.5,0,0,40,0.5
469,0.5,0,0,40.0124980474851,1.58113883008419
470,5.09901951359278,0,1.69967317119759,126,0
471,0,0,0,0,0
472,0.5,0,0,38.7969070932207,1.46969384566991
473,0,0,0,60.5,0.5
474,0.5,0,0,40,0
475,0,0,0,42.5,0
476,2,0,0,60.9847430829129,11.4951680670136
477,0,0,0,60.5,10.5
478,0,0,0,60.5,5
479,0,0,0,61,0
480,0,0,0,0,0
481,0,0,0,11.9536140513607,7.58653778449403
482,0,0,0,0,0
483,0.5,0,0,40,0
484,2,0,0,60.8989942445686,3
485,0,0,0,60.5,0
486,2,0,0,60.9769423634869,1.11803398874989
487,0,0,0,51.1815939137846,13.8884444373331
488,0,0,0,0,0
489,0,0,0,58,0
490,0.5,0,0,39.0885963849681,10.8326792057879
491,2,0,0,62.4731053245226,0.471404520791032
492,0,0,0,58,0
493,0.5,0,0,40,0.5
494,1.5,0,0,178,70
495,0,0,0,60.5,4
496,0.5,0,0,40.0124980474851,1.4142135623731
497,0.5,0,0,40.0780488547035,0.5
498,0,0,0,0,0
499,0.816496580927726,0,0,42.6487592629219,2.92498812913071
500,0,0,0,0,0
501,0.5,0,0,40.3763544664448,0.5
502,9.89949493661167,0,3,81.5872062410659,0
503,0,0,0,60.5,11.5
504,2,0,0,60.5,0.5
505,0,0,0,0,0
506,0,0,0,58,0.5
507,0.816496580927726,0,0,3.55902608401044,0
508,0,0,0,0,0
509,0,0,0,60.5,0.5
510,0,0,0,0,0
511,0.5,0,0,40,0
512,0.5,0,0,40,0
513,2,0,0,60.5082638984131,3.76662979332984
514,0.5,0,0,40.0780488547035,0
515,0.5,0,0,40,0
516,0.5,0,0,40,1
517,2,0,0,55.780283254928,57.9068217052188
518,7.5,0,0,44,0
519,0.5,0,0,34.0807863759039,0
520,0,0,0,60.9769423634869,31.0523751104485
521,0.5,0,0,37.86709213376,0.816496580927726
522,9.8508882848198,0,3,60.8030426870235,0.5
523,0,0,0,58,1.5
524,0.5,0,0,40.1081870279207,0
525,1,0,1,83.7867663907745,0.471404520791032
526,1,0,1,102.5,4
527,2,0,0,61,2.5
528,2,0,0,60.8376710782244,10.221165404308
529,0,0,0,0,0
530,1,0,0,42.687820276983,6.53834841531101
531,0.5,0,0,40.0710306830259,27.1589649103201
532,0,0,0,61,0
533,0,0,0,0,0
534,0.5,0,0,40,0.5
535,1,0,1,89.4588670221621,0
536,0.5,0,0,40,0
537,1,0,1,113.825402359149,0.471404520791032
538,3.5,0,1,94,0
539,2,0,0,60.9769423634869,6.36396103067893
540,0,0,0,61,1.5
541,0.5,0,0,37.9502598439355,2.16024689946929
542,0,0,0,40.5,0
543,0,0,0,60.5,1
544,0,0,0,58,0
545,1.5,0,2,58,3
546,0,0,0,51,0.5
547,0.5,0,0,40,0.5
548,0.5,0,0,40,0
549,0.5,0,0,39.6529930975166,48.5627336580842
550,0,0,0,58,0.5
551,0.5,0,0,40.0124980474851,6.5
552,0,0,0,0,0
553,2,0,0,60.5,11.5
554,0,0,0,17,0.5
555,0,0,0,60.5,8
556,0,0,0,0,0
557,0.5,0,0,40,0.5
558,0,0,0,0,0
559,0,0,0,0,0
560,0,0,0,0,0
561,1,0,0,103.6287444036,73.0580058735675
562,0.5,0,0,40.0194397206602,2.49443825784929
563,9.40661336507459,0,0,66.1115298189355,9.73396116696589
564,0,0,0,61,0
565,0,0,0,60.5,0
566,0,0,0,60.5082638984131,4.5
567,2,0,0,60.8376710782244,13.7598449603669
568,2.94392028877595,0,1.63299316185545,95.9386377963656,0
569,0.5,0,0,32.5653189758676,0.433012701892219
570,0,0,0,58,0.5
571,1,0,1,94.7354210419735,3.07245829914744
572,0.5,0,0,40,0
573,0.5,0,0,40.0860186210715,2.16024689946929
574,0,0,0,51.5,0
575,0,0,0,58,0
576,0.5,0,0,40,0.5
577,0.5,0,0,40,1.5
578,0,0,0,34.1207007873845,116.705707753401
579,0.5,0,0,40.0649472731464,12.5123938556936
580,0.5,0,0,40.0031248779392,1
581,0,0,0,0,0
582,0,0,0,60.5,0
583,0,0,0,0,0
584,0,0,0,60.5,0.5
585,0,0,0,0,0
586,0,0,0,0,0
587,1,0,1,103.878234005012,2.12132034355964
588,2,0,0,60.5082638984131,1
589,0,0,0,58,0.5
590,0,0,0,60.5,0.5
591,0.5,0,0,40.1084467413038,3.99804639792987
592,5.1478150704935,0,3.09120616516523,58.5083090015617,3.72677996249965
593,0,0,0,60.5,1.5
594,0,0,0,60.9769423634869,8.16624148553054
595,0,0,0,60.5,29.5
596,1.5,0,3,60.4379847446951,0.866025403784439
597,0,0,0,58,1
598,0.5,0,0,38.8786705072095,1.45686271816937
599,0,0,0,0,0
600,0.5,0,0,40.0124980474851,0.433012701892219
601,17,0,0,42.5,0
602,0,0,0,0,0
603,0.5,0,0,39.6553196771659,14.1123975040958
604,0.5,0,0,39.6402187024178,0.451753951452626
605,0,0,0,0,0
606,2,0,0,60.9769423634869,4.9180788932265
607,14.5,0,3,0,0
608,0,0,0,57.5171472017017,5.43650214343336
609,0.5,0,0,40,0
610,1,0,1,103.878234005012,0
611,0,0,0,51.6999892542435,0.942809041582063
612,0.5,0,0,40,0
613,0.5,0,0,38.8823867580168,0.979795897113271
614,0.5,0,0,40.0860186210715,1.06718737290547
615,0.5,0,0,40,0
616,0,0,0,45.6857472304,4.33012701892219
617,4.2614551505325,0,2,102.093143746287,0
618,0.5,0,0,40.1049643219553,38.4182142176529
619,0,0,0,58,0
620,2,0,0,60.5,7
621,1.5,0,2,58,2
622,5.43650214343336,0,0.5,82.6952235621865,0
623,0,0,0,0,0
624,0,0,0,2.5,0
625,0,0,0,50.5108596123201,1.66598625567009
626,0.5,0,0,40.0832467081531,37.662077727675
627,2,0,0,60.5,1
628,0,0,0,0,0
629,19.3964487013015,0,0,59.801523577767,3.77123616632825
630,0.5,0,0,40,0
631,2,0,0,60.8376710782244,10.9696551146029
632,0,0,0,59.5,0.5
633,0.5,0,0,40,0.5
634,2,0,0,61,5.5
635,2,0,0,55.1019257578374,47.1404520791032
636,0.5,0,0,40,0
637,0,0,0,1,0
638,0.5,0,0,40.0905225708022,0.5
639,0,0,0,42.5,0
640,1,0,1,113.467175870381,0.632455532033676
641,12,0,3,100.021108883186,0
642,21.5,0,3,58,0
643,0,0,0,57.5171472017017,19.7371617907833
644,0.5,0,0,40,0
645,0.5,0,0,0.5,0.5
646,0.5,0,0,40.0527430049706,7.27247474309048
647,0,0,0,60.5,2
648,0.5,0,0,40.0780488547035,0.433012701892219
649,0.5,0,0,40,0
650,0,0,0,0,0
651,0.5,0,0,40,0.5
652,0,0,0,0,0
653,19.3964487013015,0,3,60.5,0.5
654,0,0,0,58,0
655,0,0,0,65.8297467377443,0.471404520791032
656,0.5,0,0,40.0124980474851,2.77263412660235
657,0.816496580927726,0,0,42.6487592629219,9.04924797366549
658,6.96850055607374,0,3.09120616516523,81.7367046613019,2.05480466765633
659,0,0,0,0,0
660,0.5,0,0,32.0087488040379,0.489897948556636
661,2.94392028877595,0,1.63299316185545,101.54924913558,0.433012701892219
662,0.5,0,0,40,1
663,19.5,0,3,60.5082638984131,9.75640815054393
664,2,0,0,60.5082638984131,7.54983443527075
665,0,0,0,60.5082638984131,2.54950975679639
666,7.5,0,0,68.1811313096715,0
667,0.5,0,0,39.613129136689,19.0620040919102
668,0.5,0,0,40,0
669,0.5,0,0,40,0
670,2,0,0,58,0.5
671,0,0,0,0,0
672,0.5,0,0,40,0
673,0,0,0,60.5,3.5
674,0,0,0,42.5,0
675,0,0,0,59.801523577767,1.63299316185545
676,0,0,0,54.4764857530293,1.58113883008419
677,0,0,0,42.5,0
678,0.5,0,0,40.0860186210715,0.471404520791032
679,2,0,0,59.801523577767,9.20144916122817
680,0.5,0,0,40,0
681,0,0,0,60.5,0.5
682,0.5,0,0,40,0
683,0,0,0,58,0.5
684,2,0,0,60.5,8.5
685,2,0,0,51.3181795814656,20.4993224820291
686,0,0,0,60.5,2
687,1,0,0,42.687820276983,0.5
688,0.5,0,0,40,9.5
689,1,0,0,42.687820276983,2
690,0,0,0,58,0
691,0,0,0,60.5,1.5
692,19.3964487013015,0,3,61,1.5
693,19.5,0,3,60.5082638984131,3.26917420765551
694,21.5,0,3,58,0
695,0,0,0,61,0.5
696,0,0,0,60.5082638984131,4.96865172858795
697,1,0,0,42.687820276983,5.2618912949623
698,2,0,0,60.9769423634869,15.0831031289984
699,2,0,0,60.9938521492125,3.20156211871642
700,0,0,0,0,0
701,0,0,0,60.7494855945299,1.5
702,5,0,3.5,72.091955168382,3.69966214673719
703,0.5,0,0,40.0194397206602,0.471404520791032
704,0,0,0,0,0
705,0,0,0,0,0
706,0,0,0,60.8661441196992,1.5
707,0.5,0,0,40,1
708,0,0,0,60.5,14
709,0,0,0,0,0
710,0,0,0,60.5,4
711,4.5,0,3,40,1.5
712,0,0,0,42.5,0
713,0.5,0,0,40.0905225708022,0.5
714,2,0,0,61,0.5
715,0.5,0,0,40,0.5
716,0.816496580927726,0,0,42.2970448140293,0
717,0,0,0,1,0
718,11.0855260988773,0,3,112.179265018095,19.5
719,2,0,0,60.9938521492125,5.8142545141708
720,0.5,0,0,40,0
721,0,0,0,0,0
722,2,0,0,60.5,0.5
723,7.5,0,0,68.1811313096715,0.471404520791032
724,0.5,0,0,40.0194397206602,39.0530266290449
725,2,0,0,60.5,3
726,0,0,0,42.5,0.5
727,0.5,0,0,40,0.5
728,0,0,0,61,0
729,1,0,1,109.691613170743,0.5
730,6,0,0.5,114,0
731,6.84754619472471,0,0,63.8107009486305,5.65685424949238
732,1.5,0,2,0,0
733,0,0,0,58,3.5
734,0.5,0,0,39.613129136689,0.8
735,0.5,0,0,40.0031248779392,0.5
736,19.5,0,0,0,0
737,2,0,0,60.9769423634869,26.8549343696833
738,0,0,0,42.5,0
739,0,0,0,0,0
740,0.5,0,0,40.1358803178514,0.471404520791032
741,0,0,0,18.5,0.5
742,2,0,0,55.1019257578374,0.471404520791032
743,0,0,0,0,0
744,0,0,0,42.5,0
