id,location,fault_severity
17865,846,0
1645,653,1
1308,100,0
8781,311,1
831,126,0
15145,1107,0
17654,477,0
603,507,0
5962,390,0
11520,756,0
10341,90,0
5070,684,0
1197,479,0
6187,734,1
733,1106,0
2242,124,0
479,1025,0
12362,473,0
14596,314,0
6801,1107,1
4896,249,1
3287,613,1
8377,161,1
14233,1029,0
5065,711,0
6233,375,0
4160,97,0
16840,244,0
18192,1054,0
7711,974,0
7254,810,1
3214,734,0
14597,1115,1
15086,867,2
8686,326,0
16989,931,2
420,686,0
16891,242,0
8046,899,1
7484,202,0
14880,923,0
16049,894,0
227,771,0
1387,95,0
12011,485,0
6123,974,0
8935,919,0
2865,1009,0
17241,814,0
5237,973,0
3185,120,1
4691,504,0
8423,500,0
17894,1058,0
14642,497,0
5292,471,0
3670,1084,1
7301,846,1
2105,234,0
1954,418,0
7699,875,0
15680,821,1
16960,490,0
2476,107,0
4646,126,0
4826,122,0
14595,1,1
12970,618,1
9353,95,0
17222,491,0
10057,500,0
12864,921,2
16999,878,0
2692,444,0
14976,963,0
6847,240,1
15784,599,0
8439,303,1
7067,684,0
18113,155,1
17415,717,0
12978,1010,0
5459,878,0
10742,991,1
497,253,0
6646,1058,0
12958,1042,0
5394,35,0
12610,648,1
5926,465,0
9713,499,0
7364,597,0
5311,836,0
13337,101,0
11149,476,0
6938,864,1
14109,808,0
16926,91,0
5219,157,0
14939,845,1
6492,695,0
4107,707,0
506,756,0
2435,738,1
12376,734,1
135,878,0
9605,244,0
13872,1084,0
15057,1008,0
11020,661,1
3536,1063,0
14249,821,2
3979,95,0
8293,407,0
2987,126,0
2361,821,2
11595,984,2
15473,641,0
8927,468,0
7128,1052,1
5580,644,0
2302,644,0
3332,468,0
15011,826,1
3262,763,0
8459,1107,0
3303,794,0
7207,124,0
2560,478,0
5935,504,0
17817,116,0
6081,704,0
1244,276,1
784,445,0
5703,846,2
4848,1,0
5634,1075,1
16696,793,0
12619,326,0
15671,252,1
12676,519,0
18093,1083,1
11855,972,1
1456,1048,0
17460,1100,1
12099,957,0
274,244,0
105,376,1
13301,1046,0
12782,821,2
8928,324,0
11604,847,0
16445,709,0
16694,810,1
646,484,0
11171,894,0
18228,684,2
1104,760,1
16966,230,0
16874,1099,0
18127,943,1
1205,242,0
3172,122,0
18535,133,0
8729,734,1
3384,9,0
7640,998,0
7007,1049,0
11469,229,0
16837,1065,1
17237,878,0
19,644,1
14290,249,0
6761,321,0
15850,100,0
16249,126,0
11170,322,0
9380,618,1
1790,148,0
14735,1075,2
14241,57,1
5689,91,0
14799,462,1
15037,790,0
17745,1008,1
874,1100,2
11724,707,0
12109,662,0
2589,679,1
1619,533,0
9224,658,0
6197,1117,0
6643,51,1
14544,1125,1
14337,1109,0
16159,135,0
12623,297,0
11193,897,1
10700,498,0
1264,808,0
18386,526,0
5364,504,0
16123,603,0
6111,599,1
7607,810,2
14830,619,1
12961,1061,2
16230,9,0
8174,760,1
15369,1052,0
4558,122,0
12259,707,0
14532,805,0
6004,124,0
12646,380,0
8685,159,0
11183,477,0
8953,108,1
17491,691,0
13130,496,0
14740,814,0
532,1090,0
13907,765,1
18363,609,1
10422,584,0
6041,600,0
8590,897,2
17319,455,0
14844,790,1
6719,845,2
417,856,1
16552,1093,1
2145,466,0
13169,154,0
15657,102,0
17361,507,0
17844,242,0
16368,126,0
4652,810,0
4238,931,0
7490,834,2
8847,962,0
11995,896,0
7139,493,0
6002,477,0
14402,830,0
14409,793,0
1098,891,0
12774,278,1
5249,704,2
1382,1019,2
15226,130,1
94,1111,2
9591,398,0
11886,754,0
1621,1020,1
810,1025,0
8536,161,1
3169,300,1
6788,926,2
3111,681,0
4080,62,1
18193,442,1
16218,807,1
4246,282,0
14125,699,0
821,1008,1
13006,337,0
18173,822,0
11276,962,0
10371,496,0
9261,495,0
18297,1061,0
912,1090,1
7579,1050,1
10263,236,1
18391,810,0
16015,823,1
17938,122,0
2894,934,0
6648,1008,0
11137,603,2
17054,149,0
6495,984,0
10070,126,0
11029,1054,1
16043,495,0
12529,534,0
9536,420,1
5281,645,0
14815,13,0
11651,102,1
6697,700,0
488,400,0
9228,760,1
6298,600,2
12674,128,0
18262,278,0
3569,983,1
17870,473,0
2074,507,0
16700,821,2
8286,375,1
6739,691,0
13417,613,0
12365,682,0
6966,918,1
6572,1048,0
8558,834,0
11860,468,0
15193,964,0
17502,1024,0
13120,288,0
17275,175,1
16879,695,0
18392,418,1
11333,328,0
16107,808,0
2054,147,0
6395,100,0
14049,500,0
10894,128,0
6591,1065,1
11403,976,0
18213,849,0
1691,518,0
13032,879,0
13322,1076,0
1974,1037,0
8387,328,0
9942,255,0
9577,957,0
5904,135,0
7456,262,0
14265,945,0
17219,476,0
1086,1093,0
17788,296,0
5336,498,0
1314,810,0
7208,845,0
10998,9,0
2143,794,0
1164,794,2
6471,894,2
9099,798,0
13296,999,1
978,802,1
3645,243,0
4802,296,1
10027,684,1
1022,767,2
11848,892,0
15419,278,0
3058,240,0
7001,600,2
8160,721,0
14414,1086,2
8415,546,1
12471,171,0
11077,281,0
7847,931,0
6851,126,0
4852,1099,0
3982,116,0
8727,885,0
10683,484,0
9412,404,1
6288,999,1
18012,584,0
6261,477,0
8481,1103,1
7926,469,0
8789,1052,2
2542,984,1
3571,821,1
5602,707,0
570,1089,0
18452,457,0
10478,1119,2
9793,344,0
7516,276,1
15506,686,0
4969,1117,0
11738,1107,1
9037,473,0
2180,12,1
4831,876,0
4524,810,0
897,373,0
11590,635,0
16275,613,2
6421,834,0
12977,91,0
10389,124,0
716,895,2
3821,643,0
9584,500,0
18110,644,2
2184,1014,0
4253,1104,0
149,504,0
18163,480,0
17847,122,0
14558,1107,1
16573,733,0
18039,691,1
1428,921,1
13919,1083,0
5775,763,1
12068,899,0
2596,244,0
15036,895,0
13999,846,0
3182,157,0
18498,892,0
2860,798,1
6724,707,0
5413,845,2
1716,1008,1
1699,498,0
7576,627,0
14634,145,1
11523,298,0
18341,498,0
16010,891,0
12862,1052,1
1492,755,0
12573,805,0
9422,126,0
9444,846,0
1646,1111,0
1447,642,1
14855,363,0
8602,497,0
6700,480,0
9205,714,0
8176,809,0
8376,496,0
12353,1042,0
14661,1019,0
14212,1089,2
6694,995,1
385,1107,1
13113,803,0
7670,504,0
10675,798,2
2221,1061,0
7758,704,1
11979,120,0
1217,451,0
16468,1010,0
6061,638,0
17735,846,1
18275,380,0
16407,584,0
4042,476,0
501,157,0
9005,471,0
4972,120,0
8107,488,0
13101,400,0
14400,735,0
11777,244,0
9951,805,0
7844,800,0
10539,809,0
11882,240,0
16092,734,0
2662,149,0
11023,902,0
4527,500,0
1051,480,0
14751,478,0
9096,968,0
14820,812,1
15604,944,0
13892,505,0
2186,480,0
9817,497,0
15340,709,0
15877,26,1
2277,836,0
15816,477,0
11167,343,0
4175,684,1
15765,466,0
3401,893,1
1981,600,1
15993,885,0
5907,638,0
18031,369,0
4028,484,0
6891,1063,0
18227,126,0
7951,1031,1
12022,643,1
12753,124,0
12320,903,0
5386,459,0
14658,276,0
622,856,1
6988,408,1
5537,1109,1
17106,181,0
13793,846,2
193,979,0
6059,335,1
4272,115,0
15383,846,1
4934,931,0
3646,175,1
14240,983,1
15303,810,0
8487,721,1
295,1050,1
5259,1,0
2118,379,0
18539,147,0
157,1072,0
12651,1030,1
900,819,1
3681,157,0
13970,845,2
7779,763,2
13880,618,1
14425,1038,1
11781,1044,0
7286,837,1
10427,229,1
4303,477,0
15913,1096,0
616,885,1
17051,964,0
10167,373,0
3566,518,0
10457,49,0
11166,848,0
8099,242,0
16791,744,1
665,1008,1
11816,829,0
855,1019,2
11078,894,0
15359,1034,2
13401,1049,0
8017,609,0
491,808,0
7900,477,0
3968,665,0
18111,963,0
9877,819,0
9134,805,0
15523,445,0
7902,891,0
1864,1107,2
8032,734,2
4756,745,2
4176,206,0
11482,930,0
16543,446,0
5903,344,0
1228,91,1
1533,475,0
15606,644,1
11776,1023,1
1430,807,0
5299,467,0
9479,118,0
14690,408,0
3364,13,1
9065,9,0
13823,1022,0
5229,496,0
9102,292,1
9908,1117,0
15274,962,1
15710,684,2
15801,1008,2
12900,476,0
10326,707,0
7841,690,0
16283,704,0
917,448,1
11861,803,1
17029,640,0
17343,1107,2
14267,864,1
13102,460,0
6991,794,0
3952,1,1
11868,46,0
11058,1066,0
16359,899,0
16972,845,1
12255,938,1
18005,1042,0
2237,135,0
13926,653,1
5337,1,0
18010,601,1
9630,884,0
8680,1042,0
17306,159,1
4165,1050,1
11355,892,0
5201,242,0
1702,810,1
7657,1118,0
12464,466,0
8784,793,0
9469,793,0
5505,307,0
14461,684,0
7649,253,0
10954,942,0
8856,609,1
1085,497,0
14363,122,0
6625,489,0
8806,962,2
10642,600,2
6787,171,0
17832,509,0
5406,793,0
6130,495,0
742,1107,0
10531,755,0
3806,128,0
8367,863,1
541,488,0
5058,738,1
14133,173,0
4980,311,0
1632,441,1
16847,932,0
500,280,0
16045,88,0
18076,1000,0
6832,931,1
12891,938,0
640,744,0
10946,507,0
11820,895,1
15119,159,1
10451,333,0
10131,471,0
8041,155,0
6892,821,0
8794,229,0
16213,466,0
7130,816,0
13070,846,2
10153,270,0
3101,244,0
5075,782,0
3736,712,0
16064,1008,2
12893,1061,1
5899,808,0
3195,816,1
8422,1120,1
4223,509,0
9263,600,1
4833,107,1
7284,763,2
13689,1103,1
1574,1008,0
8987,607,0
15944,373,0
9441,102,1
16147,946,0
3994,976,2
777,1023,1
13142,466,0
10146,1072,0
9583,126,0
3629,1005,0
9081,845,1
9611,1042,1
984,445,0
8344,301,0
11252,600,0
10282,445,0
10561,1018,0
6715,1011,1
11753,661,1
2432,923,0
15157,1049,2
2627,118,0
843,895,2
1675,91,0
15140,957,0
7874,126,0
415,903,1
4435,558,1
7798,618,1
16494,707,0
8263,1010,1
8523,742,0
1793,1107,2
15593,899,1
5545,1007,0
5889,794,0
15923,507,0
2576,1038,1
14879,326,1
9148,903,0
3512,145,0
12789,1049,0
3941,409,1
11052,342,0
7720,991,2
15625,375,1
33,473,0
17490,584,0
14456,808,0
2452,116,1
7338,1089,1
17440,102,0
12038,349,0
7179,1058,1
10343,91,0
49,484,0
8163,821,2
16950,495,0
12761,1052,2
5123,344,1
14988,470,0
10620,244,0
6975,653,2
9604,462,0
3921,771,2
16832,821,2
17837,466,0
11872,974,1
14522,358,1
13015,951,0
9520,1046,1
4749,309,1
9675,653,1
8071,133,1
9519,931,1
721,798,0
1653,899,0
13560,810,2
12921,342,1
2715,68,1
5183,596,1
1239,244,0
17297,415,1
10115,601,1
11846,976,1
10501,1052,0
12772,466,0
2067,1018,0
11585,44,0
13940,653,2
7131,446,0
12352,1078,0
3236,809,0
13240,495,0
581,1007,0
6581,1019,0
6219,674,2
11757,673,1
8852,774,0
5179,846,1
1105,467,0
12535,1042,1
17546,276,0
13201,242,0
15848,834,0
11224,823,0
12147,943,0
10776,407,1
2363,891,0
8994,459,0
13847,378,0
17436,798,2
2541,1103,0
1152,891,0
17914,446,1
2397,104,0
10648,380,0
8275,936,1
7916,1106,1
3495,979,1
14895,794,1
9137,704,0
9606,252,1
7196,723,0
6319,584,0
11431,34,0
3166,839,1
6740,707,0
16904,846,1
6198,655,1
1406,735,0
3528,879,0
11571,463,0
17811,1100,1
1658,126,0
10400,849,0
11824,613,0
6831,699,0
10938,830,0
2440,1075,2
13393,856,1
16144,818,1
9621,375,0
3141,755,0
13593,786,0
15446,495,0
8100,91,0
8694,1015,1
7151,834,0
4496,693,1
8408,790,0
15952,1,1
15580,798,2
6221,909,2
4642,793,0
14545,465,0
9587,967,1
7919,724,1
13384,139,1
3053,793,0
472,122,0
811,314,0
17966,795,0
9770,696,0
11806,479,0
7108,1083,2
16491,821,2
8922,515,0
14724,684,1
7820,794,0
13196,151,1
1381,695,1
17200,471,0
914,714,1
5891,839,0
14452,484,0
4493,821,0
1822,1052,1
4097,51,0
3815,995,2
14397,122,0
262,994,0
10185,1052,2
2464,7,0
2725,460,1
10474,481,0
9198,653,2
13354,1008,2
12226,7,0
12496,707,0
2718,476,0
4301,467,0
11134,1083,0
17653,1016,1
11079,518,0
8096,8,0
4721,742,0
6069,373,0
15313,466,0
18179,627,0
10587,256,0
660,124,0
16476,881,0
6013,126,0
3072,118,0
18215,931,0
9294,140,0
12430,267,0
412,1080,1
5809,124,0
8808,495,0
4576,477,0
7344,424,0
3965,91,0
12984,942,0
6890,844,1
10645,710,0
8309,1104,0
17659,1031,0
836,128,0
11692,628,0
14575,768,0
11586,1050,1
9052,1100,0
2932,957,1
14215,692,0
18536,821,0
14795,469,0
12215,122,0
8179,839,0
12194,1008,0
12186,1093,0
11594,479,0
3346,277,0
18155,124,0
12908,444,0
4960,821,0
12046,627,0
2832,1061,2
6907,325,0
14713,155,0
12087,1100,2
10809,893,0
6754,696,0
14182,1104,0
13742,977,1
7178,485,0
2139,505,0
7278,519,0
10398,124,0
9681,943,0
12284,1031,1
15001,1042,2
14164,507,0
17405,707,0
9927,288,1
439,842,0
2731,845,0
9501,1024,0
14206,931,1
5196,1107,0
18448,9,0
2817,600,0
13615,1084,1
11194,1032,1
7848,390,1
15143,124,0
12912,491,0
2241,470,0
7740,821,1
7828,684,1
17080,839,0
6054,653,2
8112,122,0
14561,468,0
16244,793,0
794,646,0
4913,380,0
15706,691,0
17636,834,2
2866,931,2
2282,704,2
15141,919,1
225,839,0
14540,1026,1
14948,1067,1
14715,838,0
2852,760,0
6747,1019,0
12050,860,0
10005,802,0
841,949,1
3785,963,0
275,704,2
16392,239,0
8681,375,0
9687,469,0
13803,1117,0
343,375,0
13743,878,0
9845,613,2
4076,790,0
656,481,0
6147,897,1
12267,957,0
1262,902,1
7268,821,1
15161,1095,0
11400,827,1
4236,885,0
15730,1078,0
5112,704,2
9363,1034,0
7290,600,0
13660,638,0
2409,912,1
18440,603,1
13239,1030,0
12291,664,0
14858,756,1
7330,485,0
17362,851,0
1210,448,0
2878,373,0
4152,1107,0
2622,137,0
9462,914,2
15985,460,1
11376,477,0
6567,763,0
13097,445,0
16084,573,0
3456,924,2
4221,126,0
15977,866,2
958,313,0
5405,469,0
3913,123,0
16379,468,0
13728,821,0
13641,790,0
8262,519,0
615,445,1
6640,667,0
15214,919,0
377,735,0
9192,441,0
15390,242,0
2068,735,0
1482,22,0
14888,465,0
17378,532,0
14406,661,0
11336,135,0
3201,102,0
715,445,0
1582,476,0
18117,706,0
4566,794,0
1044,744,0
4227,382,1
3092,381,0
1762,1053,1
9289,742,0
2099,897,0
7603,477,0
13147,7,0
16953,242,0
15346,891,0
971,485,0
9580,856,1
5564,891,0
2082,1099,2
2197,916,0
6390,763,0
1211,83,1
12069,243,0
4933,704,0
9774,704,1
1126,1019,0
5419,116,0
9953,465,0
2723,67,1
9234,818,1
13564,135,0
12336,653,0
6067,627,0
5702,938,1
9312,326,0
11037,1008,2
16609,122,0
2458,1100,1
8762,1086,0
9494,253,1
11718,976,2
11730,976,1
16316,283,0
3000,921,1
17130,972,1
3341,1107,0
16464,520,0
6595,803,1
15941,124,0
8832,886,1
10404,821,0
961,925,0
11042,899,0
2117,963,0
10829,1045,0
16807,20,1
6440,1052,1
3345,249,0
3131,505,0
14108,1050,0
7970,1079,0
10516,1007,1
6074,1075,2
5949,624,0
17196,919,0
9525,298,1
12612,108,1
10892,853,0
9792,962,2
789,810,2
702,976,0
9626,1063,0
13971,126,0
15875,424,1
12506,619,0
11813,518,0
11084,262,0
2827,300,0
10693,240,0
3988,1038,1
4423,767,1
18482,1050,0
11298,984,0
8714,118,0
10755,722,1
4125,242,0
9722,1019,1
5954,1044,0
2784,895,2
6885,535,2
17139,893,0
12537,1042,0
7676,995,2
8026,509,0
3042,305,0
3831,374,0
1839,9,0
3946,976,2
1892,309,0
12675,1107,1
4856,820,1
10957,836,0
3919,814,0
15479,893,0
17701,803,1
18232,380,0
242,1031,0
17890,83,1
10426,563,0
14682,627,0
10844,1011,1
3199,1117,0
2734,1010,0
10658,1015,0
11696,744,2
10379,126,0
9906,560,1
18220,1008,0
4034,507,0
6652,385,1
4936,794,0
12533,373,0
636,102,1
9897,500,0
5061,251,0
580,89,1
16677,878,0
3396,895,1
3823,734,0
12097,812,0
12073,469,0
18355,169,0
11637,479,0
9907,1008,0
3339,723,0
11328,734,2
1768,943,1
8259,943,1
17633,684,2
17315,288,0
1072,1086,2
14996,763,2
13779,441,0
17142,475,0
57,1075,1
6083,893,0
10715,902,1
2535,805,0
16521,810,1
11330,1036,0
5214,745,2
13623,206,0
12745,821,1
8609,270,1
12657,653,0
11359,114,1
2648,834,1
15831,834,0
6686,56,0
2335,147,0
5976,962,0
5888,450,0
266,879,0
11791,638,2
7119,72,1
16814,738,1
8234,1019,1
11790,1019,0
4394,839,1
89,253,0
13989,507,0
10703,955,0
3133,646,0
16433,931,1
5458,534,0
7483,889,0
9992,756,0
2557,998,0
2284,795,0
2943,760,0
13499,810,1
5522,899,1
16408,471,0
2631,470,0
2787,1042,1
15408,506,0
1873,704,2
14716,793,0
1659,197,0
9329,1080,1
13170,748,0
2437,102,0
12256,497,0
1136,520,0
6266,171,1
5593,12,1
5473,240,0
9800,802,0
7956,3,0
2711,476,0
10598,651,0
15862,2,1
2649,114,0
1959,248,0
17714,734,0
10884,350,0
4245,159,0
15433,8,0
10975,512,0
14134,814,0
998,878,0
251,122,0
4794,485,0
12992,1120,0
14229,1094,0
4351,684,0
6474,100,1
11552,601,0
14775,480,0
6866,325,1
2174,808,0
6936,836,1
6765,600,0
9601,894,0
9531,371,1
4468,476,0
11001,1099,0
6038,242,0
17671,1041,0
9059,1008,0
10724,651,0
8400,474,0
2929,845,0
18323,1042,2
1595,890,0
4105,808,0
1952,546,0
11442,893,0
8381,972,0
7950,403,0
15693,1019,0
15387,684,0
3286,707,0
14031,373,0
14358,471,0
2666,473,0
11953,613,2
10592,735,0
11581,1018,0
6212,102,0
16048,1109,1
6751,247,0
4368,638,2
7122,149,0
13458,976,1
6618,126,0
839,825,1
16438,829,0
3023,803,1
17330,808,0
8470,167,0
18288,599,0
3255,95,0
7540,1052,0
8647,696,0
4745,272,1
552,745,1
1583,821,1
9010,846,1
17935,944,1
7213,710,0
3100,834,0
15631,584,0
6900,9,0
14356,742,0
5122,914,0
12158,498,0
2798,810,0
7629,494,0
2157,1050,1
8152,756,1
9788,616,0
11124,885,0
3535,763,2
15055,975,0
18271,763,0
5510,1025,1
9620,1046,2
16507,81,1
6790,535,1
626,505,0
4569,818,1
7040,891,0
6228,494,0
18119,9,0
15807,450,0
16771,479,0
15804,894,0
16774,363,1
4143,1095,0
4196,999,1
4386,1066,1
10989,147,0
1342,691,0
18210,704,0
16180,248,0
13725,469,0
10866,436,1
10199,211,0
3718,798,2
16261,175,0
14232,821,0
16210,727,0
2500,995,2
13993,491,0
7118,228,1
6065,890,0
11618,484,0
12510,126,0
4703,1,2
16366,1107,0
4159,498,0
188,493,0
1745,734,1
14004,684,2
6898,599,1
8323,1099,0
14167,118,0
5491,365,0
1806,793,0
11517,942,1
17386,764,0
15806,223,1
61,284,1
3719,744,0
14141,1087,1
16409,12,0
12177,251,1
15789,128,0
54,488,0
8839,163,0
5551,645,1
15160,36,1
12567,566,2
480,899,0
8341,332,0
2209,963,0
4416,644,0
16866,821,1
9277,1042,2
12122,794,0
1578,369,0
453,619,0
10435,995,0
12175,495,0
6280,244,0
8031,995,1
18520,875,0
18030,652,0
18001,1099,0
15649,622,0
16800,472,0
200,1008,2
1242,497,0
10784,600,2
2804,653,0
10228,124,0
693,1052,1
4643,599,0
4588,360,1
18037,981,0
3706,810,2
1269,963,0
12999,810,1
14605,1021,2
3025,808,0
5129,851,1
13730,600,0
16864,127,0
5226,314,1
11612,821,0
13492,653,1
1251,962,0
11410,1086,1
605,1052,0
11034,504,0
10932,679,1
10060,823,0
5504,995,2
16406,944,0
691,931,0
10769,497,0
14902,759,1
7326,830,0
4290,1024,0
3465,1008,0
11713,373,0
13062,704,1
13381,471,0
10686,1095,1
1752,287,0
10831,469,0
7602,208,1
5558,91,0
4205,632,0
4469,1067,0
11593,904,0
7180,1084,1
5046,584,1
3138,91,0
13052,613,0
11546,7,2
12597,609,1
638,371,1
17095,653,0
2103,1075,1
10979,995,1
16797,944,1
17874,1042,1
15517,1018,1
3707,1048,0
10514,793,0
14972,899,0
10617,236,0
13684,607,0
926,1064,0
4817,918,2
4690,768,0
2008,1007,0
81,147,0
11687,1026,0
10305,477,0
12514,363,0
293,133,1
10212,853,0
5927,124,0
15911,684,0
5424,305,1
8298,925,1
881,889,0
452,821,1
3956,268,1
10746,245,0
5738,471,0
15113,946,0
10268,893,0
1672,288,0
14655,803,1
4591,1019,0
15458,92,0
6195,600,2
234,714,1
14567,92,0
3212,1097,1
8513,869,0
12746,128,0
3716,834,0
4441,627,0
12966,342,1
1872,576,0
1854,467,0
3348,817,0
18353,1081,0
12055,1052,0
8079,1042,1
3820,235,0
15965,97,0
5355,810,2
4689,980,0
1644,584,1
16577,821,2
9352,95,1
11121,477,0
969,1079,0
8094,1050,0
12832,476,0
8651,616,0
11617,762,0
1207,809,0
4024,602,0
14801,413,1
1735,934,0
4144,651,1
8222,619,0
5490,522,0
17537,208,0
4813,821,0
1193,1067,1
5152,244,0
16629,181,0
4842,499,0
5683,644,1
13447,1100,2
13179,810,0
1577,272,1
7542,808,0
4340,460,0
1692,817,0
10801,398,0
8755,448,1
5232,821,2
496,481,0
13177,13,0
16598,122,0
13912,23,1
11152,474,0
11616,13,0
10576,175,0
3748,962,0
13658,498,0
15082,488,0
3451,103,0
17677,384,0
13700,691,1
13294,588,0
8748,280,0
400,1017,1
3403,599,2
7311,1062,0
9966,906,0
1172,344,0
17703,943,1
272,497,0
7618,1054,0
15031,939,0
3275,139,1
7534,149,0
778,812,0
9492,643,1
14949,1091,0
12178,684,1
2300,445,0
6571,124,0
17389,17,1
16256,12,1
11168,498,0
13741,702,1
4058,767,1
9495,181,0
1695,899,0
13069,448,0
9437,350,1
17027,684,2
13516,494,0
7232,499,0
18325,962,2
9476,1024,0
12801,899,0
12752,499,0
10838,884,2
16291,821,0
17450,880,0
2259,244,0
9542,851,1
18419,600,2
7337,889,0
748,1017,0
8104,846,2
1299,737,0
8676,118,0
9898,102,0
2017,1038,1
12304,995,2
604,141,1
2966,653,0
3161,809,0
17525,1018,1
9500,465,0
15300,93,0
575,756,1
1707,505,0
5714,102,0
5116,499,0
4711,931,0
2125,603,1
9602,420,1
14024,314,0
5633,738,1
8296,834,0
14538,118,0
16204,1107,2
7669,709,0
10787,284,0
10238,467,0
18412,977,0
3717,810,2
10132,810,1
6521,603,0
10472,484,0
5666,228,0
15565,116,0
3210,899,0
16024,1014,1
10120,1082,1
18428,126,0
10923,406,1
17166,578,0
17004,601,0
13763,763,0
8227,734,1
5772,447,0
12575,471,0
498,734,2
4123,627,1
6971,977,0
6014,821,1
10544,242,0
4108,613,2
1537,266,0
17175,124,0
15638,461,0
12233,1024,0
13606,1019,0
6058,702,0
119,1052,1
18550,12,0
18095,470,0
3543,380,0
5449,106,0
